A0A183	IPI00807623
P42125	IPI00114416
P42125	IPI00331692
P42126	IPI00300567
P42126	IPI00398758
P42127	IPI00030037
P42128	IPI00656285
P42158	IPI00523443
P42165	IPI00603629
P42166	IPI00216230
P42167	IPI00030131
P42167	IPI00181409
P42201	IPI00705115
P42203	IPI00194737
P42208	IPI00114945
P42209	IPI00309089
P42224	IPI00030781
P42224	IPI00218188
P42225	IPI00467004
P42226	IPI00030782
P42226	IPI00792907
P42227	IPI00227814
P42227	IPI00228955
P42227	IPI00753792
P42228	IPI00114970
P42229	IPI00030783
P42229	IPI01010362
P42230	IPI00114979
P42232	IPI00114982
P42260	IPI00324708
P42261	IPI00030880
P42261	IPI00219124
P42261	IPI00978580
P42262	IPI00030882
P42262	IPI00219216
P42262	IPI00871510
P42263	IPI00219315
P42263	IPI00298700
P42264	IPI00230977
P42264	IPI00231277
P42285	IPI00647217
P42292	IPI00601939
P42324	IPI00574725
P42330	IPI00291483
P42331	IPI00383530
P42331	IPI00400909
P42331	IPI00479720
P42331	IPI00915867
P42331	IPI00930670
P42335	IPI00231739
P42336	IPI00031386
P42337	IPI00309224
P42338	IPI00031388
P42339	IPI00517736
P42345	IPI00031410
P42346	IPI00339164
P42356	IPI00031424
P42356	IPI00070943
P42357	IPI00031425
P42357	IPI01012806
P42357	IPI01015439
P42497	IPI00538270
P42498	IPI00524548
P42533	IPI00197592
P42551	IPI00525837
P42558	IPI00582263
P42566	IPI00292134
P42566	IPI00916208
P42567	IPI00117454
P42567	IPI00473528
P42568	IPI01015721
P42571	IPI00197644
P42571	IPI00230968
P42574	IPI00292140
P42575	IPI00216410
P42575	IPI00291570
P42575	IPI00917270
P42580	IPI00117489
P42581	IPI00117494
P42582	IPI00117496
P42586	IPI00117502
P42643	IPI00533295
P42644	IPI00538115
P42645	IPI00530001
P42658	IPI00252731
P42658	IPI00301512
P42659	IPI00685472
P42659	IPI00690362
P42667	IPI00198643
P42669	IPI00118447
P42676	IPI00230882
P42677	IPI00397358
P42677	IPI00513971
P42679	IPI00000868
P42679	IPI00477563
P42680	IPI00000878
P42681	IPI00000879
P42682	IPI00118515
P42683	IPI00587591
P42684	IPI00329488
P42684	IPI00719587
P42684	IPI00745593
P42684	IPI00914546
P42684	IPI00954441
P42684	IPI00954457
P42684	IPI00954474
P42684	IPI00954546
P42684	IPI01025224
P42685	IPI00000885
P42694	IPI00000897
P42695	IPI00747787
P42695	IPI00783578
P42696	IPI00181617
P42696	IPI00930357
P42697	IPI00540791
P42697	IPI00546590
P42698	IPI00533002
P42699	IPI00520177
P42701	IPI00001400
P42701	IPI00218703
P42701	IPI00297449
P42702	IPI00444272
P42703	IPI00119299
P42703	IPI00407541
P42704	IPI00783271
P42730	IPI00519771
P42731	IPI00532109
P42732	IPI00535943
P42733	IPI00536907
P42734	IPI00538689
P42734	IPI00540521
P42735	IPI00527475
P42736	IPI00516463
P42737	IPI00523587
P42738	IPI00525983
P42742	IPI00529170
P42743	IPI00538643
P42744	IPI00532206
P42745	IPI00526816
P42746	IPI00525885
P42747	IPI00518011
P42748	IPI00522441
P42749	IPI00548271
P42750	IPI00537661
P42751	IPI00536346
P42752	IPI00534481
P42753	IPI00527030
P42758	IPI00542627
P42759	IPI00548649
P42760	IPI00548409
P42761	IPI00535478
P42762	IPI00535711
P42763	IPI00542524
P42765	IPI00001539
P42766	IPI00412607
P42766	IPI00550247
P42768	IPI00001545
P42769	IPI00530259
P42770	IPI00546267
P42771	IPI00001560
P42771	IPI00030733
P42771	IPI00942408
P42772	IPI00001563
P42773	IPI00001564
P42774	IPI00539590
P42774	IPI00543680
P42775	IPI00547752
P42776	IPI00536925
P42777	IPI00539252
P42785	IPI00001593
P42785	IPI00399307
P42791	IPI00528143
P42792	IPI00544183
P42792	IPI00866785
P42793	IPI00532863
P42794	IPI00537168
P42794	IPI00541507
P42795	IPI00547807
P42797	IPI00524568
P42798	IPI00529697
P42799	IPI00529380
P42801	IPI00535341
P42804	IPI00535419
P42813	IPI00525841
P42814	IPI00539416
P42815	IPI00523759
P42818	IPI00523846
P42825	IPI00519790
P42830	IPI00292936
P42854	IPI00200614
P42857	IPI00002334
P42858	IPI00002335
P42859	IPI00271166
P42859	IPI00623970
P42866	IPI00275785
P42866	IPI00407611
P42866	IPI00407615
P42866	IPI00466584
P42866	IPI00474414
P42866	IPI00753476
P42866	IPI00831334
P42866	IPI00854909
P42866	IPI00856477
P42866	IPI00857528
P42866	IPI00857667
P42866	IPI00857924
P42866	IPI00858088
P42866	IPI00858112
P42866	IPI00922995
P42866	IPI01027204
P42867	IPI00120705
P42891	IPI00686696
P42892	IPI00002478
P42892	IPI00216758
P42892	IPI00216760
P42892	IPI00216762
P42893	IPI00200747
P42893	IPI00231354
P42893	IPI00231355
P42893	IPI00231357
P42898	IPI00002487
P42899	IPI00702456
P42916	IPI00715139
P42917	IPI00714996
P42925	IPI00310827
P42930	IPI00201586
P42932	IPI00469268
P43003	IPI00015473
P43003	IPI00642894
P43004	IPI00300020
P43004	IPI00794423
P43005	IPI00015475
P43006	IPI00230289
P43006	IPI00230290
P43006	IPI00470184
P43007	IPI00015476
P43007	IPI00922120
P43021	IPI00116317
P43023	IPI00320238
P43024	IPI00121443
P43025	IPI00320239
P43026	IPI00015522
P43027	IPI00116325
P43028	IPI00400434
P43029	IPI00118190
P43029	IPI00454190
P43031	IPI00588772
P43033	IPI00703460
P43034	IPI00218728
P43034	IPI00760905
P43080	IPI00218720
P43081	IPI00277915
P43081	IPI00396803
P43082	IPI00529373
P43088	IPI00015730
P43114	IPI00324950
P43115	IPI00221021
P43115	IPI00394835
P43115	IPI00395012
P43115	IPI00411362
P43115	IPI00478116
P43115	IPI00889746
P43115	IPI01010513
P43116	IPI00016314
P43117	IPI00117186
P43118	IPI00197392
P43119	IPI00016317
P43120	IPI00474062
P43121	IPI00016334
P43121	IPI00445227
P43135	IPI00117234
P43136	IPI00117237
P43137	IPI00117239
P43138	IPI00231964
P43140	IPI00324966
P43142	IPI00117256
P43143	IPI00197477
P43144	IPI00197478
P43145	IPI00197479
P43146	IPI00016422
P43155	IPI00016457
P43155	IPI00029140
P43155	IPI00514595
P43165	IPI00197535
P43166	IPI00016493
P43219	IPI00198412
P43220	IPI00300576
P43233	IPI00573387
P43234	IPI00017257
P43235	IPI00300599
P43241	IPI00320937
P43243	IPI00017297
P43243	IPI00965324
P43244	IPI00555259
P43245	IPI00198496
P43246	IPI00017303
P43246	IPI01014700
P43247	IPI00118158
P43249	IPI00698786
P43250	IPI00017330
P43250	IPI00220242
P43250	IPI00465441
P43251	IPI00218413
P43252	IPI00118177
P43253	IPI00198521
P43254	IPI00521947
P43255	IPI00548043
P43256	IPI00546655
P43267	IPI00118219
P43268	IPI00017382
P43268	IPI01011611
P43273	IPI00540721
P43274	IPI00223714
P43275	IPI00228616
P43276	IPI00230133
P43277	IPI00331597
P43278	IPI00231780
P43286	IPI00532482
P43287	IPI00526541
P43288	IPI00520035
P43289	IPI00543479
P43291	IPI00522193
P43292	IPI00544009
P43293	IPI00521651
P43294	IPI00538802
P43294	IPI00547299
P43295	IPI00519637
P43296	IPI00544363
P43297	IPI00530094
P43298	IPI00529958
P43299	IPI00540568
P43300	IPI00129207
P43301	IPI00199340
P43303	IPI00199341
P43304	IPI00017895
P43304	IPI00719611
P43305	IPI00602026
P43307	IPI00301021
P43307	IPI00449669
P43308	IPI00425902
P43320	IPI00218748
P43322	IPI00199399
P43322	IPI00231479
P43322	IPI00231480
P43322	IPI00231481
P43322	IPI00231482
P43322	IPI00231483
P43322	IPI00231485
P43322	IPI00325778
P43333	IPI00534595
P43345	IPI00119259
P43346	IPI00119261
P43347	IPI00821768
P43351	IPI00028870
P43351	IPI00098913
P43351	IPI00301078
P43351	IPI00792549
P43352	IPI00119277
P43353	IPI00018031
P43353	IPI00166751
P43354	IPI01013823
P43355	IPI00301082
P43356	IPI00018038
P43357	IPI00018041
P43358	IPI00910524
P43359	IPI00018045
P43360	IPI00018068
P43361	IPI00157174
P43362	IPI00018074
P43363	IPI00301104
P43364	IPI00018077
P43364	IPI00554535
P43365	IPI00018078
P43366	IPI00018080
P43378	IPI00852804
P43392	IPI00533724
P43403	IPI00329789
P43403	IPI00410185
P43403	IPI00885038
P43404	IPI00331216
P43404	IPI00403592
P43404	IPI00885341
P43405	IPI00018597
P43405	IPI00218278
P43406	IPI00120245
P43407	IPI00120249
P43424	IPI00555211
P43425	IPI00200356
P43427	IPI00325384
P43428	IPI00200360
P43429	IPI00200361
P43430	IPI00120351
P43431	IPI00120355
P43432	IPI00120356
P43446	IPI00506305
P43449	IPI00578613
P43480	IPI00693815
P43481	IPI00714791
P43487	IPI00414127
P43488	IPI00120558
P43489	IPI00018859
P43490	IPI00018873
P43527	IPI00201423
P43626	IPI00302335
P43627	IPI01015702
P43628	IPI00184932
P43628	IPI00984178
P43629	IPI00001565
P43629	IPI00940648
P43630	IPI00302352
P43631	IPI00956336
P43632	IPI00019905
P43652	IPI00019943
P43657	IPI00019955
P43679	IPI00602078
P43680	IPI00377924
P43681	IPI00020036
P43686	IPI00020042
P43686	IPI00216770
P43687	IPI00122996
P43688	IPI00122998
P43691	IPI00595887
P43692	IPI00576453
P43693	IPI00596457
P43694	IPI00020064
P43699	IPI00472988
P43699	IPI00816620
P43883	IPI00125653
P43884	IPI00230811
P43884	IPI00947731
P43896	IPI00697490
P43897	IPI00021016
P43897	IPI00216260
P43897	IPI00916152
P43897	IPI00956590
P45352	IPI00207230
P45376	IPI00223757
P45377	IPI00273096
P45378	IPI00337455
P45378	IPI00477427
P45378	IPI00641544
P45378	IPI00852975
P45378	IPI00872734
P45378	IPI00936731
P45378	IPI00937352
P45379	IPI00021292
P45379	IPI00145107
P45379	IPI00218306
P45379	IPI00218307
P45379	IPI00218308
P45379	IPI00218309
P45379	IPI00218313
P45379	IPI00471956
P45379	IPI00478301
P45379	IPI00654551
P45379	IPI00747844
P45380	IPI00207298
P45381	IPI00021301
P45432	IPI00545799
P45434	IPI00520482
P45446	IPI00208302
P45446	IPI00829487
P45448	IPI00129665
P45452	IPI00021738
P45478	IPI00709294
P45479	IPI00208382
P45481	IPI00875480
P45591	IPI00266188
P45592	IPI00327144
P45700	IPI00132493
P45724	IPI00525638
P45725	IPI00534915
P45844	IPI00024089
P45844	IPI00220758
P45844	IPI00220759
P45844	IPI00220760
P45844	IPI00220762
P45844	IPI00333761
P45844	IPI00335646
P45844	IPI00414196
P45877	IPI00024129
P45878	IPI00133948
P45879	IPI00703129
P45880	IPI00024145
P45880	IPI00216026
P45880	IPI00718908
P45880	IPI00902560
P45951	IPI00529731
P45952	IPI00134961
P45953	IPI00213057
P45954	IPI00024623
P45973	IPI00024662
P45974	IPI00024664
P45974	IPI00375145
P45983	IPI00003145
P45983	IPI00024672
P45983	IPI00220305
P45983	IPI00220306
P45984	IPI00024673
P45984	IPI00220382
P45984	IPI00220383
P45984	IPI00303550
P45985	IPI00024674
P45985	IPI00942214
P46002	IPI00207993
P46010	IPI00542809
P46011	IPI00537943
P46013	IPI00004233
P46013	IPI00413173
P46014	IPI00532527
P46019	IPI00004237
P46020	IPI00004247
P46020	IPI00216725
P46020	IPI00446678
P46032	IPI00518060
P46059	IPI00004279
P46060	IPI00294879
P46060	IPI00411570
P46061	IPI00467338
P46062	IPI00129472
P46063	IPI00178431
P46065	IPI00715295
P46077	IPI00518769
P46086	IPI00533621
P46087	IPI00294891
P46087	IPI00872909
P46089	IPI00004334
P46090	IPI00208282
P46091	IPI00004345
P46092	IPI00004346
P46093	IPI00004347
P46094	IPI00004349
P46095	IPI00942047
P46096	IPI00129618
P46097	IPI00129622
P46098	IPI00179555
P46098	IPI00465351
P46098	IPI00748737
P46099	IPI00230364
P46100	IPI00220109
P46100	IPI00297633
P46100	IPI00845355
P46100	IPI00883721
P46100	IPI00938010
P46100	IPI00940810
P46101	IPI00209071
P46101	IPI00231442
P46108	IPI00004838
P46108	IPI00399054
P46109	IPI00004839
P46152	IPI00327056
P46153	IPI00209220
P46156	IPI00578388
P46157	IPI00593185
P46158	IPI00591053
P46159	IPI00908253
P46160	IPI00708261
P46161	IPI01000952
P46162	IPI00702267
P46163	IPI00698473
P46164	IPI01009106
P46165	IPI00693667
P46166	IPI00693440
P46167	IPI00714191
P46168	IPI00708179
P46169	IPI00705689
P46170	IPI00692831
P46171	IPI00690295
P46193	IPI00703345
P46194	IPI00693174
P46195	IPI00716399
P46196	IPI00713672
P46197	IPI00686894
P46198	IPI00699678
P46199	IPI00005039
P46200	IPI00697580
P46201	IPI00685336
P46248	IPI00523179
P46282	IPI00693846
P46283	IPI00544876
P46286	IPI00517953
P46309	IPI00536188
P46310	IPI00522970
P46312	IPI00526736
P46313	IPI00528392
P46379	IPI00465128
P46379	IPI00640922
P46379	IPI00645431
P46379	IPI00793299
P46379	IPI00829720
P46411	IPI00686331
P46412	IPI00133536
P46413	IPI00211895
P46414	IPI00133537
P46414	IPI00307952
P46416	IPI00545571
P46418	IPI00211897
P46421	IPI00537386
P46422	IPI00535149
P46425	IPI00283531
P46439	IPI00419235
P46446	IPI00712574
P46459	IPI00006451
P46460	IPI00656325
P46462	IPI00212014
P46467	IPI00133700
P46471	IPI00270326
P46527	IPI00006991
P46530	IPI00483779
P46531	IPI00412982
P46573	IPI00655414
P46597	IPI00007218
P46597	IPI00219431
P46597	IPI00219432
P46600	IPI00538010
P46601	IPI00526064
P46602	IPI00525230
P46603	IPI00526618
P46604	IPI00522748
P46607	IPI00536548
P46626	IPI00703700
P46637	IPI00517952
P46638	IPI00135869
P46639	IPI00527947
P46640	IPI00542097
P46643	IPI00539251
P46644	IPI00532023
P46645	IPI00546240
P46646	IPI00524691
P46656	IPI00135939
P46660	IPI00135965
P46662	IPI00135968
P46662	IPI00228063
P46663	IPI00296538
P46664	IPI00135969
P46665	IPI00522942
P46665	IPI00547278
P46667	IPI00526581
P46668	IPI00548532
P46684	IPI00136023
P46686	IPI00620199
P46686	IPI00788495
P46686	IPI00816862
P46686	IPI00816995
P46686	IPI00988154
P46687	IPI00526277
P46688	IPI00539728
P46689	IPI00535174
P46690	IPI00516314
P46692	IPI00582961
P46694	IPI00227269
P46695	IPI00007831
P46718	IPI00137030
P46720	IPI00214674
P46721	IPI00008254
P46721	IPI00220618
P46734	IPI00218857
P46734	IPI00218858
P46734	IPI00220438
P46735	IPI00124281
P46735	IPI00720223
P46736	IPI00853631
P46736	IPI00871617
P46736	IPI00936224
P46736	IPI00939471
P46736	IPI01010909
P46737	IPI00137103
P46737	IPI00880818
P46776	IPI00456758
P46777	IPI00000494
P46778	IPI00247583
P46778	IPI00788010
P46779	IPI00182533
P46779	IPI00910727
P46779	IPI00914529
P46779	IPI00914543
P46781	IPI00221088
P46782	IPI00008433
P46783	IPI00008438
P46783	IPI00749512
P46821	IPI00008868
P46844	IPI00230874
P46864	IPI00530111
P46875	IPI00531758
P46892	IPI00557555
P46896	IPI00578021
P46897	IPI00544746
P46926	IPI00009305
P46933	IPI00188409
P46933	IPI00231515
P46934	IPI00384495
P46934	IPI00940829
P46934	IPI00945379
P46934	IPI00969091
P46935	IPI00462445
P46936	IPI00601329
P46937	IPI00009326
P46937	IPI00216919
P46937	IPI00956212
P46937	IPI00978761
P46937	IPI01009979
P46938	IPI00108989
P46938	IPI00621717
P46939	IPI00009329
P46940	IPI00009342
P46952	IPI00009375
P46952	IPI00921062
P46953	IPI00339188
P46976	IPI00180386
P46976	IPI00556308
P46976	IPI00794444
P46977	IPI00297492
P46978	IPI00109108
P47191	IPI00588537
P47192	IPI00517346
P47196	IPI00212844
P47197	IPI00212846
P47198	IPI00421718
P47199	IPI00134704
P47211	IPI00306781
P47212	IPI00135641
P47224	IPI00023939
P47226	IPI00316537
P47226	IPI00881773
P47236	IPI00596371
P47237	IPI00819463
P47239	IPI00135693
P47242	IPI00135720
P47245	IPI00213669
P47245	IPI00285619
P47708	IPI00111151
P47709	IPI00189927
P47710	IPI00216119
P47710	IPI00328198
P47710	IPI00479025
P47710	IPI00964081
P47712	IPI00026108
P47713	IPI00111169
P47727	IPI00331856
P47728	IPI00189995
P47735	IPI00540624
P47736	IPI00386930
P47736	IPI00843926
P47736	IPI01013142
P47738	IPI00111218
P47739	IPI00111222
P47740	IPI00874350
P47741	IPI00111237
P47742	IPI00231130
P47743	IPI00111240
P47746	IPI00111245
P47750	IPI00111260
P47752	IPI00190100
P47753	IPI00330063
P47754	IPI00111265
P47755	IPI00026182
P47756	IPI00026185
P47756	IPI00218782
P47756	IPI00642256
P47757	IPI00269481
P47757	IPI00406800
P47757	IPI00474883
P47758	IPI00111271
P47759	IPI00111273
P47774	IPI00308428
P47775	IPI00026228
P47791	IPI00111359
P47791	IPI00760002
P47792	IPI00494895
P47793	IPI00500843
P47794	IPI00488421
P47798	IPI00704539
P47801	IPI00112326
P47802	IPI00112327
P47803	IPI00685241
P47804	IPI00026539
P47804	IPI00554654
P47804	IPI00843916
P47805	IPI00490778
P47806	IPI00112331
P47807	IPI00597636
P47809	IPI00112335
P47810	IPI00308568
P47811	IPI00112346
P47811	IPI00331732
P47811	IPI00816843
P47811	IPI00828805
P47813	IPI00074224
P47813	IPI00232533
P47813	IPI00788181
P47816	IPI00190940
P47819	IPI00190943
P47819	IPI00210211
P47820	IPI00191364
P47820	IPI00324300
P47824	IPI00190984
P47826	IPI00588222
P47832	IPI00588096
P47836	IPI00581295
P47838	IPI00603490
P47853	IPI00191090
P47856	IPI00406371
P47856	IPI00755549
P47857	IPI00331541
P47858	IPI00231293
P47860	IPI00231954
P47861	IPI00191130
P47862	IPI00191131
P47863	IPI00191132
P47863	IPI00231089
P47864	IPI00191133
P47865	IPI00718388
P47866	IPI00191135
P47866	IPI00231210
P47867	IPI00112446
P47868	IPI00191139
P47869	IPI00026631
P47870	IPI00026639
P47870	IPI00216394
P47870	IPI00954901
P47870	IPI00955985
P47871	IPI00412345
P47872	IPI00026641
P47873	IPI00112477
P47874	IPI00220343
P47875	IPI00231690
P47876	IPI00338502
P47876	IPI00387357
P47877	IPI00313327
P47878	IPI00754000
P47879	IPI00112487
P47880	IPI00112507
P47880	IPI00885900
P47881	IPI00026651
P47883	IPI00026652
P47884	IPI00921019
P47887	IPI00026655
P47888	IPI00220564
P47890	IPI00465268
P47893	IPI00026661
P47895	IPI00026663
P47897	IPI00026665
P47897	IPI00925046
P47898	IPI00026666
P47900	IPI00026825
P47901	IPI00026826
P47902	IPI00790637
P47902	IPI00795021
P47911	IPI00313222
P47914	IPI00419919
P47914	IPI00454907
P47915	IPI00222548
P47924	IPI00522822
P47925	IPI00516244
P47927	IPI00523209
P47928	IPI00026864
P47929	IPI00219221
P47930	IPI00338178
P47931	IPI00113340
P47932	IPI00113342
P47934	IPI00113347
P47936	IPI00113350
P47937	IPI00123197
P47939	IPI00113355
P47940	IPI00192033
P47941	IPI00113362
P47942	IPI00192034
P47942	IPI00192034.2
P47942	IPI00870112
P47944	IPI00026892
P47945	IPI00113365
P47955	IPI00113377
P47962	IPI00308706
P47963	IPI00224505
P47964	IPI00230679
P47967	IPI00231663
P47968	IPI00113408
P47971	IPI00192125
P47972	IPI00026946
P47973	IPI00192126
P47974	IPI00604786
P47985	IPI00026964
P47987	IPI00192160
P47989	IPI00244391
P47990	IPI00589946
P47992	IPI00026979
P47993	IPI00113454
P47996	IPI00517269
P47998	IPI00519731
P47999	IPI00529374
P48000	IPI00547240
P48001	IPI00548042
P48002	IPI00534782
P48004	IPI00215243
P48004	IPI00231539
P48006	IPI00531026
P48007	IPI00548531
P48018	IPI00702928
P48023	IPI00007577
P48023	IPI00220870
P48024	IPI00137930
P48025	IPI00137932
P48026	IPI00137937
P48029	IPI00007582
P48029	IPI00011460
P48029	IPI01011568
P48030	IPI00137996
P48031	IPI00137999
P48032	IPI00215302
P48034	IPI00705186
P48035	IPI00839653
P48036	IPI00317309
P48037	IPI00421888
P48039	IPI00007600
P48042	IPI00717613
P48044	IPI00704345
P48047	IPI00007611
P48048	IPI00007612
P48048	IPI00216258
P48048	IPI00216259
P48050	IPI00007626
P48051	IPI00007627
P48052	IPI00941312
P48056	IPI00231508
P48058	IPI00007632
P48058	IPI00791228
P48059	IPI00788612
P48059	IPI00917739
P48060	IPI00296936
P48060	IPI00868942
P48061	IPI00413781
P48061	IPI00651692
P48061	IPI00719836
P48061	IPI00848299
P48061	IPI01011188
P48065	IPI00007647
P48066	IPI00007648
P48067	IPI00216227
P48067	IPI00217065
P48067	IPI00217068
P48076	IPI00138211
P48143	IPI00579325
P48143	IPI00592211
P48145	IPI00008160
P48146	IPI00008162
P48147	IPI00008164
P48163	IPI00008215
P48165	IPI00220287
P48167	IPI00008224
P48167	IPI00945266
P48168	IPI00108776
P48169	IPI00008225
P48193	IPI00395157
P48193	IPI00462873
P48199	IPI00188225
P48200	IPI00008726
P48201	IPI00008727
P48230	IPI00008779
P48281	IPI00311693
P48284	IPI00189083
P48298	IPI00110013
P48299	IPI00110015
P48301	IPI00110847
P48302	IPI00110848
P48303	IPI00189818
P48304	IPI00009197
P48305	IPI00712677
P48306	IPI00596243
P48307	IPI00009198
P48316	IPI00110911
P48317	IPI00189831
P48318	IPI00318496
P48320	IPI00318522
P48346	IPI00111090
P48347	IPI00524493
P48347	IPI00530148
P48348	IPI00525835
P48348	IPI00548253
P48349	IPI00517027
P48349	IPI00991683
